"year","Mortality.x","Mortality.y","Mortality.x.x","Mortality.y.y","ISO"
2016,NA,NA,NA,NA,"GRL"
2017,NA,NA,NA,NA,"GRL"
2018,NA,NA,NA,NA,"GRL"
2019,NA,NA,NA,NA,"GRL"
2000,52.1,41,21.3,161,"GTM"
2001,50.1,39.5,20.7,147,"GTM"
2002,48.1,38.1,20.2,145,"GTM"
2003,46.2,36.8,19.7,137,"GTM"
2004,44.4,35.6,19.1,137,"GTM"
2005,42.7,34.3,18.6,142,"GTM"
2006,41,33.1,18.2,137,"GTM"
2007,39.4,32,17.7,132,"GTM"
2008,37.8,30.8,17.3,125,"GTM"
2009,36.3,29.7,16.8,131,"GTM"
2010,34.8,28.6,16.2,129,"GTM"
2011,33.4,27.6,15.6,122,"GTM"
2012,32,26.5,15,118,"GTM"
2013,30.7,25.6,14.4,113,"GTM"
2014,29.5,24.6,13.9,107,"GTM"
2015,28.3,23.7,13.4,103,"GTM"
2016,27.3,22.9,12.9,98,"GTM"
2017,26.4,22.2,12.4,95,"GTM"
2018,25.4,21.4,12,NA,"GTM"
2019,24.5,20.7,11.5,NA,"GTM"
2000,NA,NA,NA,NA,"GUM"
2001,NA,NA,NA,NA,"GUM"
2002,NA,NA,NA,NA,"GUM"
2003,NA,NA,NA,NA,"GUM"
2004,NA,NA,NA,NA,"GUM"
2005,NA,NA,NA,NA,"GUM"
2006,NA,NA,NA,NA,"GUM"
2007,NA,NA,NA,NA,"GUM"
2008,NA,NA,NA,NA,"GUM"
2009,NA,NA,NA,NA,"GUM"
2010,NA,NA,NA,NA,"GUM"
2011,NA,NA,NA,NA,"GUM"
2012,NA,NA,NA,NA,"GUM"
2013,NA,NA,NA,NA,"GUM"
2014,NA,NA,NA,NA,"GUM"
2015,NA,NA,NA,NA,"GUM"
2016,NA,NA,NA,NA,"GUM"
2017,NA,NA,NA,NA,"GUM"
2018,NA,NA,NA,NA,"GUM"
2019,NA,NA,NA,NA,"GUM"
2000,46.4,37,27,231,"GUY"
2001,45.2,36.2,26.4,216,"GUY"
2002,44.2,35.4,26,227,"GUY"
2003,43.2,34.7,25.5,226,"GUY"
2004,42.2,34,25.2,220,"GUY"
2005,41.4,33.4,24.8,223,"GUY"
2006,40.5,32.8,24.3,221,"GUY"
2007,39.7,32.2,23.9,208,"GUY"
2008,39,31.7,23.6,192,"GUY"
2009,38.2,31.1,23.2,185,"GUY"
2010,37.4,30.6,22.8,179,"GUY"
2011,36.7,30,22.4,180,"GUY"
2012,35.9,29.4,21.9,185,"GUY"
2013,35,28.8,21.4,175,"GUY"
2014,34.1,28.1,20.8,174,"GUY"
2015,33.1,27.4,20.2,172,"GUY"
2016,32.1,26.6,19.6,170,"GUY"
2017,31.2,25.9,19.1,169,"GUY"
2018,30.2,25.2,18.4,NA,"GUY"
2019,29.3,24.5,17.9,NA,"GUY"
2000,7.8,6.5,4.2,13,NA
2001,7.6,6.3,4.1,12,NA
2002,7.4,6.1,4,12,NA
2003,7.2,6,3.9,12,NA
2004,7,5.8,3.8,12,NA
2005,6.8,5.7,3.7,12,NA
2006,6.6,5.5,3.6,12,NA
2007,6.4,5.4,3.5,11,NA
2008,6.3,5.2,3.4,11,NA
2009,6.1,5.1,3.3,12,NA
2010,5.9,5,3.2,11,NA
2011,5.8,4.8,3.2,11,NA
2012,5.6,4.7,3.1,11,NA
2013,5.5,4.6,3.1,11,NA
2014,5.4,4.5,3,11,NA
2015,5.3,4.5,3,11,NA
2016,5.2,4.4,2.9,11,NA
2017,5.1,4.3,2.9,11,NA
2018,5,4.3,2.8,NA,NA
2019,5,4.2,2.8,NA,NA
2000,NA,NA,NA,NA,"HKG"
2001,NA,NA,NA,NA,"HKG"
2002,NA,NA,NA,NA,"HKG"
2003,NA,NA,NA,NA,"HKG"
2004,NA,NA,NA,NA,"HKG"
2005,NA,NA,NA,NA,"HKG"
2006,NA,NA,NA,NA,"HKG"
2007,NA,NA,NA,NA,"HKG"
2008,NA,NA,NA,NA,"HKG"
2009,NA,NA,NA,NA,"HKG"
2010,NA,NA,NA,NA,"HKG"
2011,NA,NA,NA,NA,"HKG"
2012,NA,NA,NA,NA,"HKG"
2013,NA,NA,NA,NA,"HKG"
2014,NA,NA,NA,NA,"HKG"
2015,NA,NA,NA,NA,"HKG"
2016,NA,NA,NA,NA,"HKG"
2017,NA,NA,NA,NA,"HKG"
2018,NA,NA,NA,NA,"HKG"
2019,NA,NA,NA,NA,"HKG"
2000,37,30.3,17.7,85,"HND"
2001,35.3,29,17.1,83,"HND"
2002,33.7,27.8,16.6,80,"HND"
2003,32.1,26.6,16.1,78,"HND"
2004,30.6,25.5,15.6,77,"HND"
2005,29.2,24.4,15.2,77,"HND"
2006,27.9,23.4,14.7,77,"HND"
2007,26.7,22.4,14.2,77,"HND"
2008,25.5,21.5,13.7,76,"HND"
2009,24.4,20.6,13.2,75,"HND"
2010,23.3,19.8,12.7,74,"HND"
2011,22.4,19.1,12.2,72,"HND"
2012,21.5,18.4,11.7,70,"HND"
2013,20.7,17.7,11.3,69,"HND"
2014,20,17.1,10.9,68,"HND"
2015,19.2,16.5,10.5,67,"HND"
2016,18.6,16,10.1,65,"HND"
2017,18,15.4,9.8,65,"HND"
2018,17.4,14.9,9.4,NA,"HND"
2019,16.8,14.4,9.1,NA,"HND"
2000,144.4562455,88.55249366,40.86757084,835,NA
2001,138.9273145,85.55997175,39.91956738,807,NA
2002,133.1834358,82.45054761,38.96693073,786,NA
2003,127.4582447,79.371417,38.04034413,761,NA
2004,121.8790526,76.37041674,37.13084406,733,NA
2005,116.5639894,73.54557655,36.26192588,698,NA
2006,111.562969,70.93143761,35.44692329,669,NA
2007,106.7569185,68.3847378,34.61623197,642,NA
2008,102.2262781,66.06083213,33.843129,619,NA
2009,97.89096143,63.86964536,33.08463723,599,NA
2010,95.27297722,62.34610957,32.36818582,579,NA
2011,90.04065862,59.79667469,31.61964509,560,NA
2012,86.34218975,57.83168682,30.90902777,543,NA
2013,82.83306374,56.01166588,30.20889682,526,NA
2014,79.64286166,54.345575,29.51967167,512,NA
2015,76.71591326,52.78138855,28.83997231,493,NA
2016,73.73168926,51.2046049,28.18770819,477,NA
2017,71.11578117,49.64819521,27.57521746,462,NA
2018,68.65088298,48.23119772,26.93680372,NA,NA
2019,66.35849066,46.91232141,26.34180732,NA,NA
2000,8.3,7.2,5.5,11,"HRV"
2001,8,6.9,5.3,10,"HRV"
2002,7.7,6.6,5,10,"HRV"
2003,7.3,6.3,4.7,10,"HRV"
2004,7,6.1,4.4,10,"HRV"
2005,6.7,5.8,4.2,10,"HRV"
2006,6.4,5.5,4,9,"HRV"
2007,6.2,5.3,3.9,9,"HRV"
2008,5.9,5.1,3.8,9,"HRV"
2009,5.7,4.9,3.7,9,"HRV"
2010,5.5,4.7,3.6,9,"HRV"
2011,5.3,4.5,3.4,9,"HRV"
2012,5.2,4.4,3.3,8,"HRV"
2013,5.1,4.3,3.2,9,"HRV"
2014,5,4.3,3.1,8,"HRV"
2015,4.9,4.2,3.1,8,"HRV"
2016,4.8,4.1,3,7,"HRV"
2017,4.8,4.1,3,8,"HRV"
2018,4.7,4,3,NA,"HRV"
2019,4.6,3.9,3,NA,"HRV"
2000,103.9,74.5,29.8,437,"HTI"
2001,100.5,72.3,29.5,437,"HTI"
2002,97.3,70.3,29.3,441,"HTI"
2003,94.4,68.4,29.3,446,"HTI"
2004,91.8,66.7,29.4,513,"HTI"
2005,89.4,65.3,29.4,459,"HTI"
2006,87.2,63.8,29.3,467,"HTI"
2007,85.2,62.5,29.2,473,"HTI"
2008,83.2,61.3,29,484,"HTI"
2009,81.2,60,28.7,484,"HTI"
2010,203.6,102.6,30.6,506,"HTI"
2011,77.4,57.6,28.3,496,"HTI"
2012,75.6,56.4,28.1,500,"HTI"
2013,73.7,55.3,27.8,496,"HTI"
2014,71.9,54.1,27.5,492,"HTI"
2015,69.9,52.8,27.1,488,"HTI"
2016,67.9,51.5,26.6,489,"HTI"
2017,66,50.3,26.2,480,"HTI"
2018,64.1,49,25.7,NA,"HTI"
2019,62.2,47.8,25.2,NA,"HTI"
2000,10.1,8.7,5.8,16,"HUN"
2001,9.6,8.2,5.5,15,"HUN"
2002,9,7.6,5.1,16,"HUN"
2003,8.4,7.1,4.8,15,"HUN"
2004,7.9,6.7,4.4,15,"HUN"
2005,7.5,6.4,4.1,15,"HUN"
2006,7.2,6.1,3.9,14,"HUN"
2007,6.8,5.8,3.8,15,"HUN"
2008,6.5,5.5,3.6,14,"HUN"
2009,6.2,5.2,3.5,13,"HUN"
2010,6,5.1,3.4,13,"HUN"
2011,5.9,4.9,3.3,13,"HUN"
2012,5.7,4.8,3.2,12,"HUN"
2013,5.6,4.7,3,12,"HUN"
2014,5.4,4.5,2.9,12,"HUN"
2015,5.1,4.2,2.7,12,"HUN"
2016,4.7,4,2.5,12,"HUN"
2017,4.4,3.7,2.4,12,"HUN"
2018,4.2,3.5,2.3,NA,"HUN"
2019,4.1,3.4,2.2,NA,"HUN"
2000,58.04165105,43.79181376,28.30285208,199,NA
2001,55.61181812,42.06127195,27.24514149,192,NA
2002,53.17329095,40.30540053,26.16208427,184,NA
2003,50.77566198,38.6221595,25.08336549,177,NA
2004,48.89011228,37.09793005,23.99057964,170,NA
2005,46.09985741,35.26420831,22.99329504,161,NA
2006,43.8001587,33.64344597,21.96169364,154,NA
2007,41.54008441,32.05043439,21.00136468,145,NA
2008,39.26971836,30.44704378,20.08757037,137,NA
2009,37.08996766,28.88954064,19.15252113,129,NA
2010,34.94786637,27.38572394,18.24454272,122,NA
2011,32.9450113,25.99638463,17.39457671,114,NA
2012,31.1110309,24.68682622,16.61363664,108,NA
2013,29.41713628,23.457663,15.86026021,103,NA
2014,27.89093452,22.35050557,15.13443395,99,NA
2015,26.46350229,21.27567129,14.52969083,95,NA
2016,25.25621322,20.39302953,13.99223949,92,NA
2017,24.04646539,19.48147506,13.4450157,89,NA
2018,22.92504381,18.65317758,12.95960097,NA,NA
2019,21.97230432,17.90499767,12.36812896,NA,NA
2000,82.7781251,57.51613387,33.10187205,377,NA
2001,79.87671638,55.61815897,32.10954762,368,NA
2002,76.89734326,53.67666261,31.09443768,360,NA
2003,73.94873081,51.78536721,30.09426919,351,NA
2004,71.34286927,50.01286322,29.09876338,340,NA
2005,68.21384496,48.07646328,28.17989527,325,NA
2006,65.47393079,46.33325319,27.26711865,313,NA
2007,62.81879784,44.63222225,26.41116876,301,NA
2008,60.47325861,43.07968999,25.61387258,291,NA
2009,57.7643262,41.42897747,24.8061156,282,NA
2010,55.7027168,40.05213249,24.0374563,272,NA
2011,53.26398619,38.57870621,23.30427303,264,NA
2012,51.3185423,37.30961142,22.63140011,257,NA
2013,49.47810692,36.11998126,21.98450992,250,NA
2014,47.80463311,35.03252406,21.36247491,245,NA
2015,46.24211446,33.98495644,20.81733476,239,NA
2016,44.78607137,33.05228757,20.31985692,234,NA
2017,43.34414326,32.08123463,19.80812598,230,NA
2018,42.0339189,31.20174659,19.33063047,NA,NA
2019,40.83055818,30.37654049,18.80577864,NA,NA
2000,130.7008039,84.10465179,42.39915069,720,NA
2001,126.1123911,81.4501988,41.37845521,704,NA
2002,121.4215801,78.77124731,40.35125724,691,NA
2003,116.8339402,76.14584024,39.36769152,673,NA
2004,112.352249,73.60165448,38.42872881,650,NA
2005,108.0985758,71.18461325,37.53443404,622,NA
2006,104.0858706,68.94021196,36.71876141,596,NA
2007,100.2663082,66.77438006,35.93165479,574,NA
2008,97.33183171,65.03929241,35.22036337,558,NA
2009,93.25305955,62.95364676,34.5108378,543,NA
2010,90.86963942,61.51403657,33.85294228,528,NA
2011,87.23423428,59.61444193,33.18439008,514,NA
2012,84.642859,58.12591499,32.55532651,502,NA
2013,82.10254644,56.71225688,31.94415833,490,NA
2014,79.73109863,55.36486083,31.34752787,480,NA
2015,77.48861393,54.06324445,30.75063347,467,NA
2016,75.16913767,52.74659735,30.16388232,455,NA
2017,72.88730534,51.37043313,29.54952594,445,NA
2018,70.80204025,50.09342673,28.92211865,NA,NA
2019,68.7335706,48.8296601,28.33104117,NA,NA
2000,135.0756269,89.21087928,46.0740297,717,NA
2001,131.3926641,86.97822704,45.15713927,713,NA
2002,127.6015114,84.78492529,44.23441447,706,NA
2003,123.9562259,82.59821739,43.35674165,695,NA
2004,120.3260579,80.46235121,42.54065622,674,NA
2005,116.8604617,78.40242546,41.74676914,649,NA
2006,113.5884312,76.47600323,41.07642683,621,NA
2007,110.4778978,74.62736719,40.48485981,601,NA
2008,107.5115218,72.87778684,39.9567293,590,NA
2009,104.8078805,71.4008418,39.42275769,580,NA
2010,102.3130392,69.89788244,38.91550868,569,NA
2011,100.0019191,68.57572247,38.39919904,559,NA
2012,97.78878906,67.259916,37.89302577,550,NA
2013,95.74358396,66.05387928,37.41438966,540,NA
2014,93.8489726,64.86546721,36.9434895,534,NA
2015,92.02611852,63.68334663,36.48090145,526,NA
2016,90.17094353,62.51764442,36.0087022,518,NA
2017,88.18944581,61.2808915,35.45190636,513,NA
2018,86.0743459,59.94662813,34.8525925,NA,NA
2019,83.93001099,58.57198168,34.28754532,NA,NA
2000,52.2,41,22.8,272,"IDN"
2001,49.8,39.4,22.1,269,"IDN"
2002,47.6,37.8,21.4,265,"IDN"
2003,45.5,36.4,20.9,261,"IDN"
2004,49.6,37.1,20.5,264,"IDN"
2005,41.7,33.6,19.9,252,"IDN"
2006,39.9,32.4,19.5,249,"IDN"
2007,38.3,31.2,19.1,243,"IDN"
2008,36.7,30,18.7,239,"IDN"
2009,35.2,29,18.1,234,"IDN"
2010,33.8,27.9,17.5,228,"IDN"
2011,32.5,26.9,16.8,221,"IDN"
2012,31.2,25.9,16.1,214,"IDN"
2013,30,25,15.4,207,"IDN"
2014,28.8,24.1,14.8,199,"IDN"
2015,27.7,23.2,14.2,192,"IDN"
2016,26.6,22.4,13.6,184,"IDN"
2017,25.6,21.6,13.1,177,"IDN"
2018,24.6,20.8,12.6,NA,"IDN"
2019,23.8,20.2,12.2,NA,"IDN"
2000,128.5281002,81.56870482,40.57406587,722,NA
2001,123.4884328,78.70312198,39.50069067,700,NA
2002,118.3461683,75.77857068,38.41882355,683,NA
2003,113.281794,72.92780217,37.37820535,663,NA
2004,108.3638058,70.16998224,36.37197164,638,NA
2005,103.6999483,67.56113908,35.41976453,608,NA
2006,99.29460137,65.14060403,34.52159067,583,NA
2007,95.09239094,62.79549854,33.62467746,560,NA
2008,92.14751163,61.0472982,32.80822344,541,NA
2009,87.33802228,58.62943664,31.9963731,524,NA
2010,84.98283234,57.20115018,31.24861556,506,NA
2011,80.63697756,54.98401213,30.48981907,490,NA
2012,77.82431199,53.38828021,29.78676215,477,NA
2013,75.00591196,51.85235678,29.09831671,463,NA
2014,72.37113296,50.41198076,28.43022704,452,NA
2015,69.90234695,49.04308001,27.76034428,436,NA
2016,67.34193833,47.6485489,27.11434477,422,NA
2017,64.91300173,46.20586127,26.47365732,410,NA
2018,62.85945693,44.96912691,25.83789,NA,NA
2019,60.85169872,43.7766524,25.24160697,NA,NA
2000,NA,NA,NA,NA,"IMN"
2001,NA,NA,NA,NA,"IMN"
2002,NA,NA,NA,NA,"IMN"
2003,NA,NA,NA,NA,"IMN"
2004,NA,NA,NA,NA,"IMN"
2005,NA,NA,NA,NA,"IMN"
2006,NA,NA,NA,NA,"IMN"
2007,NA,NA,NA,NA,"IMN"
2008,NA,NA,NA,NA,"IMN"
2009,NA,NA,NA,NA,"IMN"
2010,NA,NA,NA,NA,"IMN"
2011,NA,NA,NA,NA,"IMN"
2012,NA,NA,NA,NA,"IMN"
2013,NA,NA,NA,NA,"IMN"
2014,NA,NA,NA,NA,"IMN"
2015,NA,NA,NA,NA,"IMN"
2016,NA,NA,NA,NA,"IMN"
2017,NA,NA,NA,NA,"IMN"
2018,NA,NA,NA,NA,"IMN"
2019,NA,NA,NA,NA,"IMN"
2000,91.7,66.7,44.7,370,"IND"
2001,88.1,64.4,43.3,354,"IND"
2002,84.5,62.1,41.9,336,"IND"
2003,81.1,60,40.5,319,"IND"
2004,77.8,57.8,39.1,303,"IND"
2005,74.4,55.7,37.9,286,"IND"
2006,71.1,53.6,36.6,270,"IND"
2007,67.9,51.5,35.4,255,"IND"
2008,64.6,49.4,34.3,240,"IND"
2009,61.4,47.2,33.1,225,"IND"
2010,58.2,45.1,31.8,210,"IND"
2011,55,43,30.6,197,"IND"
2012,52,40.9,29.4,185,"IND"
2013,49,38.8,28.2,175,"IND"
2014,46.2,36.9,27,166,"IND"
2015,43.5,34.9,25.9,158,"IND"
2016,41,33.1,24.8,150,"IND"
2017,38.6,31.4,23.7,145,"IND"
2018,36.3,29.8,22.7,NA,"IND"
2019,34.4,28.3,21.4,NA,"IND"
2000,NA,NA,NA,NA,NA
2001,NA,NA,NA,NA,NA
2002,NA,NA,NA,NA,NA
2003,NA,NA,NA,NA,NA
2004,NA,NA,NA,NA,NA
2005,NA,NA,NA,NA,NA
2006,NA,NA,NA,NA,NA
2007,NA,NA,NA,NA,NA
2008,NA,NA,NA,NA,NA
2009,NA,NA,NA,NA,NA
2010,NA,NA,NA,NA,NA
2011,NA,NA,NA,NA,NA
2012,NA,NA,NA,NA,NA
2013,NA,NA,NA,NA,NA
2014,NA,NA,NA,NA,NA
2015,NA,NA,NA,NA,NA
2016,NA,NA,NA,NA,NA
2017,NA,NA,NA,NA,NA
2018,NA,NA,NA,NA,NA
2019,NA,NA,NA,NA,NA
2000,7.1,6,4,7,"IRL"
2001,6.9,5.8,3.9,7,"IRL"
2002,6.5,5.5,3.7,6,"IRL"
2003,6,5.1,3.5,6,"IRL"
2004,5.6,4.7,3.3,6,"IRL"
2005,5.2,4.4,3,7,"IRL"
2006,4.9,4.1,2.8,6,"IRL"
2007,4.6,3.9,2.6,6,"IRL"
2008,4.4,3.8,2.5,7,"IRL"
2009,4.3,3.6,2.5,7,"IRL"
2010,4.2,3.5,2.5,6,"IRL"
2011,4.1,3.5,2.5,7,"IRL"
2012,4,3.4,2.5,6,"IRL"
2013,3.9,3.3,2.5,6,"IRL"
2014,3.8,3.3,2.5,6,"IRL"
2015,3.7,3.2,2.4,6,"IRL"
2016,3.6,3.1,2.3,6,"IRL"
2017,3.4,3,2.2,5,"IRL"
2018,3.3,2.8,2.2,NA,"IRL"
2019,3.2,2.7,2.1,NA,"IRL"
2000,36.2,29.7,19.5,48,"IRN"
2001,34.2,28.2,18.8,44,"IRN"
2002,32.2,26.7,18.1,41,"IRN"
2003,30.2,25.1,17.4,39,"IRN"
2004,28.2,23.6,16.7,36,"IRN"
2005,26.4,22.2,16,34,"IRN"
2006,24.7,20.9,15.4,32,"IRN"
2007,23.1,19.7,14.7,30,"IRN"
2008,21.7,18.5,14,28,"IRN"
2009,20.4,17.4,13.3,25,"IRN"
2010,19.3,16.5,12.6,22,"IRN"
2011,18.3,15.7,11.9,19,"IRN"
2012,17.5,15,11.3,18,"IRN"
2013,16.8,14.4,10.8,17,"IRN"
2014,16.1,13.8,10.4,17,"IRN"
2015,15.5,13.3,10,17,"IRN"
2016,14.9,12.8,9.6,16,"IRN"
2017,14.4,12.4,9.2,16,"IRN"
2018,13.9,11.9,8.9,NA,"IRN"
2019,13.4,11.5,8.6,NA,"IRN"
2000,44.5,35.6,23.9,79,"IRQ"
2001,43.5,34.9,23.6,76,"IRQ"
2002,42.6,34.3,23.3,74,"IRQ"
2003,41.8,33.7,23,136,"IRQ"
2004,40.9,33.1,22.6,122,"IRQ"
2005,40,32.4,22.2,127,"IRQ"
2006,39.1,31.8,21.8,158,"IRQ"
2007,38.1,31.1,21.4,138,"IRQ"
2008,37.1,30.3,21,90,"IRQ"
2009,36,29.5,20.5,75,"IRQ"
2010,34.9,28.7,19.9,70,"IRQ"
2011,33.8,27.9,19.3,67,"IRQ"
2012,32.8,27.1,18.7,66,"IRQ"
2013,31.7,26.3,18.1,75,"IRQ"
2014,30.7,25.5,17.5,92,"IRQ"
2015,29.7,24.8,17,83,"IRQ"
2016,28.8,24.1,16.4,78,"IRQ"
2017,27.9,23.4,15.9,79,"IRQ"
2018,27,22.7,15.4,NA,"IRQ"
2019,26.1,22,14.9,NA,"IRQ"
2000,4.1,3.2,2.1,6,"ISL"
2001,3.9,3.1,2,6,"ISL"
2002,3.7,2.9,1.9,6,"ISL"
2003,3.5,2.8,1.8,6,"ISL"
2004,3.4,2.7,1.7,6,"ISL"
2005,3.2,2.6,1.6,5,"ISL"
2006,3.1,2.5,1.6,5,"ISL"
2007,3,2.4,1.5,5,"ISL"
2008,2.9,2.3,1.4,5,"ISL"
2009,2.8,2.2,1.4,5,"ISL"
2010,2.7,2.2,1.3,5,"ISL"
2011,2.6,2.1,1.3,5,"ISL"
2012,2.5,2,1.3,4,"ISL"
2013,2.4,1.9,1.2,4,"ISL"
2014,2.4,1.9,1.2,5,"ISL"
2015,2.3,1.8,1.2,4,"ISL"
2016,2.2,1.8,1.1,4,"ISL"
2017,2.1,1.7,1.1,4,"ISL"
2018,2.1,1.6,1.1,NA,"ISL"
2019,2,1.6,1,NA,"ISL"
2000,6.9,5.6,3.6,7,"ISR"
2001,6.6,5.4,3.5,7,"ISR"
2002,6.4,5.2,3.3,7,"ISR"
2003,6.1,4.9,3.1,6,"ISR"
2004,5.8,4.7,2.9,6,"ISR"
2005,5.6,4.5,2.7,5,"ISR"
2006,5.3,4.3,2.6,5,"ISR"
2007,5.1,4.1,2.5,5,"ISR"
2008,4.9,3.9,2.4,4,"ISR"
2009,4.7,3.8,2.4,4,"ISR"
2010,4.6,3.7,2.4,4,"ISR"
2011,4.4,3.5,2.3,4,"ISR"
2012,4.3,3.4,2.3,4,"ISR"
2013,4.1,3.3,2.2,4,"ISR"
2014,4,3.2,2.1,4,"ISR"
2015,3.9,3.2,2.1,3,"ISR"
2016,3.8,3.1,2,3,"ISR"
2017,3.8,3,2,3,"ISR"
2018,3.7,3,2,NA,"ISR"
2019,3.6,3,1.9,NA,"ISR"
2000,5.6,4.7,3.5,4,"ITA"
2001,5.3,4.5,3.2,3,"ITA"
2002,5,4.3,3.1,3,"ITA"
2003,4.8,4.1,2.9,3,"ITA"
2004,4.6,3.9,2.8,3,"ITA"
2005,4.5,3.8,2.7,3,"ITA"
2006,4.3,3.7,2.6,2,"ITA"
2007,4.2,3.6,2.5,2,"ITA"
2008,4.1,3.5,2.5,2,"ITA"
2009,4.1,3.4,2.5,2,"ITA"
2010,4,3.4,2.4,2,"ITA"
2011,3.9,3.3,2.4,2,"ITA"
2012,3.8,3.2,2.3,2,"ITA"
2013,3.7,3.1,2.2,2,"ITA"
2014,3.6,3,2.2,2,"ITA"
2015,3.5,3,2.1,2,"ITA"
2016,3.4,2.9,2.1,2,"ITA"
2017,3.3,2.8,2,2,"ITA"
2018,3.2,2.7,1.9,NA,"ITA"
2019,3,2.6,1.8,NA,"ITA"
2000,22.2,18.9,17,77,"JAM"
2001,21.6,18.4,16.5,79,"JAM"
2002,21.1,18,16.1,78,"JAM"
2003,20.7,17.6,15.6,79,"JAM"
2004,20.3,17.3,15.1,80,"JAM"
2005,19.9,17,14.7,80,"JAM"
2006,19.6,16.7,14.2,79,"JAM"
2007,19.2,16.5,13.9,79,"JAM"
2008,18.9,16.2,13.6,79,"JAM"
2009,18.5,15.8,13.2,79,"JAM"
2010,18,15.4,12.9,79,"JAM"
2011,17.5,15.1,12.5,79,"JAM"
2012,17,14.6,12.2,79,"JAM"
2013,16.5,14.2,11.8,79,"JAM"
2014,16,13.8,11.4,78,"JAM"
2015,15.5,13.4,11,78,"JAM"
2016,15.1,13,10.7,80,"JAM"
2017,14.6,12.6,10.3,80,"JAM"
2018,14.2,12.2,10,NA,"JAM"
2019,13.7,11.8,9.6,NA,"JAM"
2000,26.8,22.5,16,70,"JOR"
2001,26.1,22,15.6,68,"JOR"
2002,25.3,21.4,15.2,65,"JOR"
2003,24.6,20.8,14.7,63,"JOR"
2004,23.9,20.2,14.2,62,"JOR"
2005,23.2,19.7,13.8,62,"JOR"
2006,22.5,19.2,13.3,58,"JOR"
2007,21.9,18.7,12.9,56,"JOR"
2008,21.3,18.1,12.5,55,"JOR"
2009,20.7,17.6,12.2,54,"JOR"
2010,20.1,17.2,11.8,53,"JOR"
2011,19.5,16.7,11.5,52,"JOR"
2012,19,16.2,11.2,52,"JOR"
2013,18.4,15.8,10.9,51,"JOR"
2014,17.9,15.4,10.6,49,"JOR"
2015,17.5,15,10.2,48,"JOR"
2016,17,14.6,10,47,"JOR"
2017,16.4,14.1,9.7,46,"JOR"
2018,16,13.7,9.4,NA,"JOR"
2019,15.5,13.3,9.1,NA,"JOR"
2000,4.5,3.3,1.8,9,"JPN"
2001,4.3,3.1,1.7,8,"JPN"
2002,4.1,3,1.7,8,"JPN"
2003,4,2.9,1.6,7,"JPN"
2004,3.9,2.8,1.5,7,"JPN"
2005,3.7,2.8,1.4,7,"JPN"
2006,3.6,2.7,1.3,7,"JPN"
2007,3.5,2.6,1.3,6,"JPN"
2008,3.4,2.5,1.2,6,"JPN"
2009,3.3,2.4,1.2,6,"JPN"
2010,3.2,2.4,1.1,6,"JPN"
2011,3.2,2.3,1,6,"JPN"
2012,3,2.2,1,5,"JPN"
2013,2.9,2.1,1,5,"JPN"
2014,2.8,2.1,0.9,5,"JPN"
2015,2.7,2,0.9,5,"JPN"
2016,2.7,2,0.9,5,"JPN"
2017,2.6,1.9,0.9,5,"JPN"
2018,2.6,1.9,0.9,NA,"JPN"
2019,2.5,1.8,0.9,NA,"JPN"
2000,42.5,36.7,23.9,61,"KAZ"
2001,39.9,34.6,23.3,57,"KAZ"
2002,37.5,32.6,22.7,52,"KAZ"
2003,35.2,30.8,21.8,49,"KAZ"
2004,33.1,29,20.8,46,"KAZ"
2005,31,27.3,19.7,43,"KAZ"
2006,29,25.6,18.5,40,"KAZ"
2007,26.8,23.8,17,36,"KAZ"
2008,24.7,21.9,15.3,30,"KAZ"
2009,22.5,20,13.5,24,"KAZ"
2010,20.4,18.2,11.8,22,"KAZ"
2011,18.3,16.4,10.2,19,"KAZ"
2012,16.3,14.6,8.6,17,"KAZ"
2013,14.6,13,7.3,14,"KAZ"
2014,13,11.6,6.2,13,"KAZ"
2015,11.9,10.6,5.6,12,"KAZ"
2016,11,9.8,5.1,10,"KAZ"
2017,10.5,9.4,4.9,10,"KAZ"
2018,10.3,9.2,4.7,NA,"KAZ"
2019,10.1,9,4.7,NA,"KAZ"
2000,98.5,59.9,28.2,708,"KEN"
2001,94.2,57.8,28,702,"KEN"
2002,89.8,55.5,27.8,692,"KEN"
2003,85.4,53.2,27.5,678,"KEN"
2004,81,50.8,27.1,653,"KEN"
2005,76.3,48,26.6,618,"KEN"
2006,72,45.7,26.1,583,"KEN"
2007,68,43.7,25.6,545,"KEN"
2008,63.5,41.4,25.1,513,"KEN"
2009,59.9,40.4,24.6,472,"KEN"
2010,57.4,39.3,24.2,432,"KEN"
2011,55.5,38.5,23.9,398,"KEN"
2012,54.1,38.2,23.5,373,"KEN"
2013,52.3,37.4,23.2,364,"KEN"
2014,50.6,36.4,22.9,358,"KEN"
2015,48.9,35.2,22.6,353,"KEN"
2016,47.2,34.4,22.2,346,"KEN"
2017,45.9,33.7,21.8,342,"KEN"
2018,44.3,32.7,21.4,NA,"KEN"
2019,43,32,21,NA,"KEN"
2000,49.8,42.5,20.6,79,"KGZ"
2001,47.4,40.6,20.2,76,"KGZ"
2002,45.2,38.8,20,83,"KGZ"
2003,43.1,37.1,19.9,82,"KGZ"
2004,41.1,35.6,19.7,79,"KGZ"
2005,39.2,34.1,19.6,82,"KGZ"
2006,37.5,32.7,19.5,85,"KGZ"
2007,35.7,31.2,19.1,84,"KGZ"
2008,33.7,29.6,18.5,81,"KGZ"
